Title,Description,Alert Type,Alert Expires,Search 
Search for WMI filter to consumer binding or WMI suspicious event consumers(30d),,Always,24h,"index=prod_* (EventCode=5861 AND Message IN (*ActiveScriptEventConsumer* *CommandLineEventConsumer* *CommandLineTemplate*)) OR EventCode=5859 
| transaction user,dvc,service maxspan=-1 maxevents=-1 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats earliest(Time) as Earliest latest(Time) as Latest values(EventCode) as EventCode values(eventtype) as EventType values(service) as Service values(dvc) as Host values(status) as Status values(Service_Type) as Service_Type values(Message) as Message by user"
Search for WMI subscription(30d),,Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=4662 Object_Type=""WMI Namespace"" Object_Name=*subscription*
| transaction user,dvc maxspan=-1 maxevents=-1
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats earliest(Time) as Earliest latest(Time) as Latest values(EventCode) as EventCode values(eventtype) as EventType values(Object_Type) as Object_Type values(dvc) as Host values(Object_Name) as Object_Name values(Message) as Message by user"
Search to view activity to IOC domains,,Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS 
userAgent, values(Web.category) AS category, values(Web.action) AS action 
FROM datamodel=Web 
WHERE Web.dest IN (*) AND Web.url IN (""*gdcb.bit*"",""*corp-servers.ru*"",""*politiaromana.bit*"",
""*aurumwedding.ru*"",""*krasnaypolyana123.ru*"",""*goodapd.website*"",""*blokefeed.club*"",
""*cevent.net*"",""*graftedinn.us*"",""*top-22.ru*"",""*fabbfoundation.gm*"",""*hoteltravel2018.com*"",
""*boatshowradio.com*"",""*corp-server.ru*"",""*cloud-name.ru*"",""*virmach.ru*"",""*fullmanaged.ru*"",
""*bellytobabyphotographyseattle.com*"",""*pp-panda74.ru*"",""*virmach.ru*"",""*wowservers.ru*"",
""*perfectfunnelblueprint.com*"",""*poketeg.com*"",""*fliptray.biz*"",""*wowservers.ru*"",
""*dsoprodns.ru*"",""*bizaziniinfissi.com*"",""*aubergemontblanc.com*"",""*hotelweisshorn.com*"",
""*holzbock.biz*"",""*morcote-residenza.com*"")
AND Web.http_referrer IN (*) 
BY Web.url 
| fields user, dest, url, method, referrer, userAgent, category, action"
File Search (90d),,Always,24h,"index=* (""CORE-2019.4.5220.20574-SolarWinds-Core-v2019.4.5220-Hotfix5.msp"" OR ""Solarwinds Worldwide, LLC"" OR ""SolarWinds.Orion.Core.BusinessLayer.dll"" OR ""OrionImprovementBusinessLayer.2.cs"" OR ""app_web_logoimagehandler.ashx.b6031896.dll"")"
Look for connections towards malicious IPS (90d),,Always,24h,"index IN (prod_windows prod_sophos_onprem)
[| inputlookup sunburst-domains.csv| rename ip as src | fields src] 
| stats values(src) AS Sunburst BY host"
Search to identify hashes(90d),,Always,24h,"index IN (prod_windows, prod_sophos_onprem) AND 
    (d0d626deb3f9484e649294a8dfa814c5568f846d5aa02d4cdad5d041a29d5600 OR 
    53f8dfc65169ccda021b72a62e0c22a4db7c4077f002fa742717d41b3c40f2c7 OR 
    32519b85c0b422e4656de6e6c41878e95fd95026267daab4215ee59c107d6c77 OR 
    abe22cf0d78836c3ea072daeaf4c5eeaf9c29b6feb597741651979fc8fbd2417 OR 
    019085a76ba7126fff22770d71bd901c325fc68ac55aa743327984e89f4b0134 OR 
    ce77d116a074dab7a22a0fd4f2c1ab475f16eec42e1ded3c0b0aa8211fe858d6 OR 
    439bcd0a17d53837bc29fb51c0abd9d52a747227f97133f8ad794d9cc0ef191e OR 
    a25cadd48d70f6ea0c4a241d99c5241269e6faccb4054e62d16784640f8e53bc OR 
    d3c6785e18fba3749fb785bc313cf8346182f532c59172b69adfb31b96a5d0af OR 
    292327e5c94afa352cc5a02ca273df543f2020d0e76368ff96c84f4e90778712 OR 
    c15abaf51e78ca56c0376522d699c978217bf041a3bd3c71d09193efa5717c71 OR 
    1b476f58ca366b54f34d714ffce3fd73cc30db1a OR 
    47d92d49e6f7f296260da1af355f941eb25360c4 OR 
    76640508b1e7759e548771a5359eaed353bf1eec OR 
    b485953ed77caefe81bff0d9b349a33c5cea4cde OR 
    2f1a5a7411d015d01aaee4535835400191645023 OR 
    d130bd75645c2433f88ac03e73395fba172ef676 OR 
    cfc57d48effb5bbd4e0a6f80e6041d9faf7d7ab4 OR 
    5e643654179e8b4cfe1d3c1906a90a4c8d611cea OR 
    ebe711516d0f5cd8126f4d53e375c90b7b95e8f2 OR 
    c2c30b3a287d82f88753c85cfb11ec9eb1466bad OR 
    75af292f34789a1c782ea36c7127bf6106f595e8 OR 
    02af7cec58b9a5"
Search for remote task creation,,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) (EventCode=4624 EventType=3 OR EventCode=4698) 
| sort -_time 
| transaction Logon_ID startswith=(EventCode=4624) endswith=(EventCode=4698) maxspan=1m 
| stats values(EventCode) values(Task_Name) values(Message) values(user) by ComputerName"
Search for tasks with short life time,,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4698 OR EventCode=4699
| sort -_time
| transaction Logon_ID Task_Name startswith=(EventCode=4698) endswith=(EventCode=4699) maxspan=1m
| stats values(EventCode) values(Task_Name) values(Message) values(user) by ComputerName"
Search to detect creation of ATSVC scheduled tasks,,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=""5145"" ""*IPC$*"" ""*atsvc*"" Accesses=""*Write*"""
Search to detect lateral movement using GPO scheduled tasks,,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) (EventCode=""5145"" ""*SYSVOL*"" 
""*Scheduled*"" Accesses=""*Write*"")"
Search for created and deleted scheduled tasks 30 days,,Always,24h,"index=prod_windows sourcetype=* (EventCode=4698 OR EventCode=4699) 
| sort -_time 
| transaction ComputerName startswith=(EventCode=4698) endswith=(EventCode=4699) maxspan=60m 
| stats values(EventCode) as EventCode values(EventType) as Event values(TaskCategory) as Task_Name by ComputerName"
 Search for known malicious service installation,,Always,24h,"index=prod_windows OR index=prod_windows_ad OR index=prod_aws EventCode=7045 
| eventstats count as val by Service_File_Name 
| search val < 5 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(Time) values(EventCode) values(Sid) values(OpCode) values(Service_Name) values(Service_File_Name) values(Service_Start_Type) values(Service_Type) by ComputerName"
 Search for rare service installation,,Always,24h,"index=prod_windows OR index=prod_windows_ad OR index=prod_aws EventCode=7045 
| eventstats count as val by Service_File_Name 
| search val < 5 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(Time) values(EventCode) values(Sid) values(OpCode) values(Service_Name) values(Service_File_Name) values(Service_Start_Type) values(Service_Type) by ComputerName"
 Search for service creation using external resources/utilities (psexec family),,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=5145 
| transaction Account_Name ComputerName 
  startswith=(EventCode=5145 (""*\ADMIN$"" OR ""*\C$"") Accesses=""*WriteData*"") 
  endswith=(EventCode=5145 ""*\IPC$"" ""*svcctl*"") maxspan=1m 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(Time) values(user) values(Source_Network_Address) values(EventCode) 
  values(Share_Name) values(action) values(Accesses) values(Security_ID) 
  values(Relative_Target_Name) by ComputerName"
 Search for standard remote service creation (Windows Builtin),,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) 
(EventCode=5156 ""*services.exe"" OR EventCode=7045 OR EventCode=4697) 
| transaction ComputerName startswith=(EventCode=5156) endswith=(EventCode=7045 OR EventCode=4697) maxspan=1m 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(EventCode) values(ComputerName) values(TaskCategory) values(Service_File_Name) values(Service_Start_Type) values(Service_Type) by Service_Name Time"
Search for RDP connections over reverse SSH tunnel (using Event ID 4624),,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4624 Logon_Type=10 (Source_Network_Address=127.0.0.1/8 OR Source_Network_Address=1)
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) values(subject) by src_ip"
Search for RDP connections over reverse SSH tunnel (utilising Event ID 5156),,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=5156 (src_port=3389 OR Client_Port=3389 OR Port=3389 OR dest_port=3389) (src_ip=127.0.0.1/8 OR dest_ip=127.0.0.1/8)
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) values(subject) by src_ip"
Search for RDP with local account (connections to loopback address),,Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4624 Logon_Type=10 
(Source_Network_Address=127.0.0.1 OR Source_Network_Address=1)
| replace ""*$"" with ""*"" IN Account_Name
| where Account_Name=Workstation_Name
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) by src_ip"
util_LookupUpdater-SPL01,This is used to update the lookup for MFA logins.,Always,24h,"index=prod_aws eventName=""ConsoleLogin"" additionalEventData.MFAUsed=""No"" action=success earliest=-65m@m latest=-5m@m
| rename userIdentity.userName AS user
| stats min(_time) AS earliestLogin BY user
| table user, earliestLogin
| appendcols [| inputlookup BL_MFAUserLogins.csv | fields user earliestLogin]
| outputlookup BL_MFAUserLogins.csv"
