Title,Description,Alert Type,Alert Expires,Search 
Search for malicious 'logon with explicit credentials' events,"This Splunk search query filters events from three different indexes (prod_windows, prod_windows_ad, and prod_aws) with the EventCode field equal to 4648. Additionally, it excludes events where the src_user field is equal to SYSTEM or contains the string *$*.

Then, the where command filters out events where the src_user field is equal to the Account_Name field.

Next, the convert command converts the _time field to a human-readable time format (""%d/%m/%y %H%M%S"").

Finally, the stats command groups the events by ComputerName and returns the values of various fields, including Time, src_user, EventCode, action, user, Process_Name, Additional_Information, Account_Name, and Security_ID. This means that for each ComputerName, the search will return a table with the values of these fields for all events that match the filter criteria.",Always,24h,"index=prod_windows OR index=prod_windows_ad OR index=prod_aws EventCode=4648 src_user!=SYSTEM src_user!=""*$*"" 
| where src_user!=Account_Name 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(Time) values(src_user) values(EventCode) values(action) values(user) values(Process_Name) values(Additional_Information) values(Account_Name) values(Security_ID) by ComputerName"
Search for net use 'logon with explicit credentials' events,"This Splunk search query searches for log events in three different indexes (prod_windows, prod_windows_ad, and prod_aws) that contain the EventCode value of 4648 and a Process_ID value of 0x4. The search then filters out events where the src_user field is equal to SYSTEM, and further filters out events where the src_user field is equal to the Account_Name field.

After filtering the events, the convert command is used to convert the _time field (which contains the timestamp of the event) to a human-readable format using the ctime function. The resulting formatted timestamp is stored in a new field called Time.

The stats command is then used to aggregate the events by the ComputerName field and collect various values for each group. Specifically, the values function is used to collect the values of several fields (including Time, src_user, EventCode, action, user, Process_Name, Additional_Information, Account_Name, and Security_ID) for each group.

In summary, this search query is used to collect and aggregate log events across different indexes that match specific criteria, and then collect relevant fields for each group based on a shared ComputerName value.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4648 Process_ID=0x4 src_user!=SYSTEM 
| where src_user!=Account_Name 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats values(Time) values(src_user) values(EventCode) values(action) values(user) values(Process_Name) 
  values(Additional_Information) values(Account_Name) values(Security_ID) by ComputerName"
Search for presence of suspicious hashes in the estate (30 days),"This Splunk search query retrieves events from two specific indexes ""prod_windows"" and ""prod_sophos_onprem"" that have a sourcetype of ""WinEventLog"". Additionally, the query filters the results to include only events that contain one of the listed 20 hexadecimal strings. These hexadecimal strings may represent values such as GUIDs, checksums, or other unique identifiers that are relevant to the search being performed.",Always,24h,"index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog 
(B935689B73080CBB9E705E0E598554D1551803E405607CEEABAFE763AA6F9977 
OR 73CF0383A1DC61D851478D5C12408F19A426DD6DA3B347135D0D02A30B4E7545 
OR 9EA73CAC6A19E97458C24AA41D11D0A259EC9E374F58C5861FCA83F2984EC9FA 
OR 80C6688BEE8ED522D3045F46729803A9925857C0AC6B0A4CC2EE552820014197 
OR 7376C43230CE320552C655C6A1CDAD03A4A65395F241A763758BF8F13375474B 
OR 99875E7786B803B50675D3FDE7B3B297EB0291582A71D07FDE68A6F4B1E66C4E 
OR CD6D89DEB28453839DFFCBD5F95EA988DD1845F763FD6ABD33FC62189ECAB339 
OR 3279E4790191B9C9306B8C6870D6E6D4D1990F33B6B1B1E44876F32D9FAD83FA 
OR 453005576C7EDBFDFBD0E0B96D3ACABA53FCDAB6B0DDA0F18375EA898BDBBFD4 
OR 2F1AF29DF7E0104B363D1D5F905FD978ECA948151D55334753E1540F6217AC95 
OR 824D880A5331A14827C549B6277E57DBDF55CBBCF63EA6F9EE47C788258CD313 
OR B6C563486ADE09FBE672D8ACB34736FEE2B36D217DF5EA1D4E3C6BF07DC375C4 
OR DDB32192DB103ECF44FDBE3E0CF4DA8D61853BD90B46EC3721B6760EDEC8FBEB 
OR 3F9A83AFB95B22057FE64588AF8CC3A4F463615DEDFB56F4077FA8BBD7607A9F 
OR FFB99BB263054241D6D3C9330EA911A3B596B3F0D1146CD5C09DF2652A3A8DA8 
OR 35296AA729A0A7FFB94E8141EF9DE20315F88412D1C68DBB81FBAE5FA871F914 
OR 515FEDD3B73D5E818BF55CB918C9788E1F89B4E8C185A90DCB5B66B38C87C17F 
OR 860388A45EED8C7BAEB4CF3B3AF742222E060DA5723A7E6724D5B6B22F43C697 
OR C063D617F9DBBB3A995"
Search for PSexec or WMI IoC (30d),"This Splunk search query searches for events with the EventCode value of 1121 in several different indexes (prod_checkpoint, prod_cisco*, prod_o365, prod_windows, and prod_sophos*) and then filters those events to find instances where the process name or new process name contains either ""wmiprvse.exe"" or ""psexesvc.exe"".

After filtering the events, the query converts the _time field to a more readable format using the ""convert"" command and the ""timeformat"" option. The query then uses the ""stats"" command to group the events by host and find the earliest and latest times for each group, as well as the user, EventCode, and Message values associated with each event.

In summary, this Splunk search query looks for instances of process activity involving certain process names across multiple indexes, and then summarizes the results by host, time, user, and event information.",Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=1121 
    AND (Process_Name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR New_Process_Name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR process_name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe"") 
        OR new_process_name IN (""*\\wmiprvse.exe"" ""*\\psexesvc.exe""))
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats earliest(Time) as ""Earliest"" latest(Time) as ""Latest"" values(user) as User 
    values(EventCode) as EventCode values(Message) as Message by host"
Search for RDP connections over reverse SSH tunnel (using Event ID 4624),"This Splunk search query searches for events related to Windows logons and extracts specific fields related to those events. Here is a breakdown of what each section of the query does:

(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) specifies the indexes to search for events.
EventCode=4624 filters the events to only include those with the Windows event code 4624, which is related to successful logons.
Logon_Type=10 filters the events to only include those with a logon type of 10, which corresponds to a remote interactive logon.
(Source_Network_Address=127.0.0.1/8 OR Source_Network_Address=1) filters the events to only include those with a source network address of either 127.0.0.1/8 (which includes all loopback addresses) or 1 (which includes all IPv4 addresses).
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" converts the _time field (which represents the timestamp of the event) to a human-readable time format and renames it to Time.
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) values(subject) by src_ip extracts the values of several fields (src_port, Time, ComputerName, user, Account_Name, action, and subject) for each unique src_ip value and presents them in a tabular format using the stats command.
In summary, this query searches for successful remote interactive logons from localhost or any IPv4 address in the specified indexes, and extracts the relevant logon information for each unique source IP address.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4624 Logon_Type=10 (Source_Network_Address=127.0.0.1/8 OR Source_Network_Address=1)
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) values(subject) by src_ip"
Search for RDP connections over reverse SSH tunnel (utilising Event ID 5156),"This Splunk search query is searching for events in three different indexes: prod_windows, prod_windows_ad, and prod_aws. It is specifically looking for events with the EventCode 5156 and with one of several port numbers (src_port, Client_Port, Port, or dest_port) set to 3389. In addition, the query is filtering events based on source or destination IP address, allowing only those with an IP address that starts with 127.0.0.1/8.

After filtering the events, the query uses the ""convert"" command to convert the time format from Unix time to a more readable format. It then uses the ""stats"" command to group the results by the source IP address, and to list the values of various fields for each group, including the source port, the time, the computer name, the user, the account name, the action, and the subject.

Overall, this query is searching for events related to port 3389 and IP address 127.0.0.1/8 across multiple indexes and extracting specific fields to be analyzed. It is likely being used for security monitoring or troubleshooting purposes.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=5156 (src_port=3389 OR Client_Port=3389 OR Port=3389 OR dest_port=3389) (src_ip=127.0.0.1/8 OR dest_ip=127.0.0.1/8)
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) values(subject) by src_ip"
Search for RDP with local account (connections to loopback address),"This Splunk search query retrieves information from three different indexes: prod_windows, prod_windows_ad, and prod_aws. The query then filters the results to include only events with EventCode 4624 and Logon_Type 10, and where the Source_Network_Address is either 127.0.0.1 or 1.

Next, the query replaces any occurrences of the string ""$"" with """", specifically in the Account_Name field. This is likely being done to normalize any inconsistent data in the Account_Name field.

The query then filters the results to only include events where the Account_Name field matches the Workstation_Name field. This may be used to filter out any events where the user is logging in from a remote location.

The query converts the _time field to a human-readable format using the ctime() function, and then renames it to ""Time"" using the as keyword. The timeformat argument specifies the format for the time string.

Finally, the query calculates some statistics for each unique source IP address in the results, including the values for src_port, Time, ComputerName, user, Account_Name, and action fields. These statistics are computed using the stats command, with the by src_ip argument specifying that the results should be grouped by source IP address.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4624 Logon_Type=10 
(Source_Network_Address=127.0.0.1 OR Source_Network_Address=1)
| replace ""*$"" with ""*"" IN Account_Name
| where Account_Name=Workstation_Name
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(src_port) values(Time) values(ComputerName) values(user) values(Account_Name) values(action) by src_ip"
Search for relevant event codes for indication of exploitation,"The Splunk search query above searches for specific Windows Event Logs in two indexes (test_windows and prod_windows). Specifically, it looks for events with Event Codes of 4688 or 592 that also contain references to the spoolsv.exe process, which is responsible for managing printer jobs in Windows.

Additionally, the query looks for references to spoolsv.exe within a specific context, such as an application crash event. The \\AppCrash_spoolsv.exe_* portion of the query is a wildcard search for any event that includes this string in its source.

In summary, this query is designed to identify events related to the spoolsv.exe process, particularly in cases where there may have been an application crash or other issue with the process. The query could be used for troubleshooting purposes or for monitoring the health and performance of Windows systems.",Always,24h,"index IN (test_windows, prod_windows) source=""WinEventLog*"" 
(EventCode=4688 OR EventCode=592) AND (""*spoolsv.exe*"" OR ""*\\AppCrash_spoolsv.exe_*"")"
Search for remote service Interaction (utilising 'sc.exe' with explicit credentials),"This Splunk search query searches for events in three different indexes, namely prod_windows, prod_windows_ad, and prod_aws. The events that are searched for must have an EventCode field with a value of 4648, and a Process_Name field that contains the string sc.exe.

The | convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" part of the query converts the _time field to a human-readable time format and renames it as Time. The time format used is dd/mm/yy HHMMSS.

The | stats part of the query performs aggregation of the search results. It groups the search results by ComputerName and calculates the values of different fields such as Time, src_user, EventCode, action, user, Process_Name, Additional_Information, Account_Name, and Security_ID for each group.

In summary, the search query retrieves events from the specified indexes that contain specific values in certain fields, converts the time format to a human-readable format, and aggregates the results by computer name, displaying the values of certain fields for each group.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4648 Process_Name=""*sc.exe""
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats values(Time) values(src_user) values(EventCode) values(action) values(user) values(Process_Name) values(Additional_Information) values(Account_Name) values(Security_ID) by ComputerName"
Search for remote task creation,"This Splunk search query is designed to retrieve information related to user logons across various indexes (prod_windows, prod_windows_ad, and prod_aws) in Splunk.

Here is a breakdown of what each section of the query does:

(index=prod_windows OR index=prod_windows_ad OR index=prod_aws): This first section of the query filters the search to only look at events from the specified indexes.

(EventCode=4624 EventType=3 OR EventCode=4698): This section of the query looks for events with either EventCode 4624 and EventType 3, or EventCode 4698. EventCode 4624 refers to a successful user logon, and EventCode 4698 refers to a scheduled task creation.

| sort -_time: This section sorts the events in reverse chronological order based on the _time field.

| transaction Logon_ID startswith=(EventCode=4624) endswith=(EventCode=4698) maxspan=1m: This section uses the transaction command to group events that have the same Logon_ID and fall within a 1-minute time span. The startswith and endswith parameters ensure that the transaction starts with an EventCode of 4624 (user logon) and ends with an EventCode of 4698 (scheduled task creation).

| stats values(EventCode) values(Task_Name) values(Message) values(user) by ComputerName: Finally, this section uses the stats command to group the transactions by ComputerName and provides a summary of the values for the EventCode, Task_Name, Message, and user fields. This will give you a list of computers that have had successful user logons followed by scheduled task creations, along with the relevant details for each event.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) (EventCode=4624 EventType=3 OR EventCode=4698) 
| sort -_time 
| transaction Logon_ID startswith=(EventCode=4624) endswith=(EventCode=4698) maxspan=1m 
| stats values(EventCode) values(Task_Name) values(Message) values(user) by ComputerName"
Search for suspicious domains,"This Splunk search query retrieves values of various fields from the ""Web"" datamodel where the ""Web.dest"" field contains any value and the ""Web.url"" field matches any of the specified patterns. It also filters the results where the ""Web.http_referrer"" field contains any value.

The results are grouped by the ""Web.url"" field and the fields ""user"", ""dest"", ""url"", ""method"", ""referrer"", ""userAgent"", ""category"", and ""action"" are extracted from the results using the ""fields"" command.

In summary, this query is searching for data related to web traffic that matches the specified patterns in the ""Web.url"" field and has a non-empty ""Web.http_referrer"" field. The results are then filtered and grouped by the ""Web.url"" field and certain fields are extracted.",Always,24h,"| tstats values(Web.user) AS user, values(Web.dest) AS dest, values(Web.http_method) AS method, 
  values(Web.url) AS url, values(Web.http_referrer) AS referrer, values(Web.http_user_agent) AS userAgent, 
  values(Web.category) AS category, values(Web.action) AS action 
  FROM datamodel=Web 
  WHERE Web.dest IN (*) 
    AND Web.url IN (""*py2web.online*"", ""*py2web.store*"", ""*mr.f2pool.com*"", ""*pool.minexmr.com*"", 
                   ""*xmr-eu1.nanopool.org*"", ""*xmr.f2pool.com*"", ""*xmr.pool.gntl.co.uk*"", 
                   ""185.239.242.71*"", ""194.145.227.21*"", ""194.145.227.21/a.py*"", ""194.145.227.21/ldr.ps1*"", 
                   ""194.145.227.21/ldr.sh*"", ""194.40.243.98/ldr.sh*"", ""194.87.139.103/cleanfda/newinit.sh*"", 
                   ""194.87.139.103/cleanfda/zzh*"", ""195.58.39.46/asap*"", ""195.58.39.46/cleanfda/init.sh*"", 
                   ""195.58.39.46/cleanfda/newinit.sh*"", ""195.58.39.46/cleanfda/zzh*"", ""31.210.20.120/ldr.sh*"", 
                   ""31.210.20.181/ldr.sh*"", ""45.145.185.85*"", ""py2web.store/cleanfda/newinit.sh*"", 
                   ""py2web.store/cleanfda/zzh*"") 
    AND Web.http_referrer IN (*) 
  BY Web.url 
| fields user, dest, url, method, referrer, userAgent, category, action"
Search for suspicious IP addresses,"This Splunk search query extracts summarized statistics related to network traffic data based on the Network_Traffic data model.

The query counts the number of events that match the specified conditions and finds the earliest and latest time for those events. It then calculates several statistical values for selected fields, such as source IP address, device, protocol, source zone, and user, grouped by destination IP address, action, and application.

The ""where"" clause filters the results to only include events with destination IP addresses matching one of the specified values.

Finally, the ""convert"" command is used to convert the earliest and latest time values to a human-readable format (""%Y/%m/%d %H%M"") using the ""ctime"" function.

Overall, the query is used to analyze and gain insights into network traffic data for a specific set of destination IP addresses.",Always,24h,"| tstats summariesonly=t count min(_time) as firstTime max(_time) as lastTime 
  values(All_Traffic.src_ip) as src_ip  
  values(All_Traffic.dvc) as dvc 
  values(All_Traffic.protocol) as protocol 
  values(All_Traffic.src_zone) as src_zone 
  values(All_Traffic.user) as user 
  from datamodel=Network_Traffic 
  where All_Traffic.dest_ip IN (""139.99.102.72"", ""185.239.242.71"", ""194.145.227.21"", ""194.40.243.98"", ""194.87.139.103"", ""195.58.39.46"", ""31.210.20.120"", ""31.210.20.181"", ""45.145.185.85"") 
  by All_Traffic.dest_ip, All_Traffic.action, All_Traffic.app
| convert ctime(lastTime) as lastTime, ctime(firstTime) as firstTime timeformat=""%Y/%m/%d %H%M"""
Search for tasks with short life time,"The Splunk search query performs a search operation on the data indexed under the indexes named ""prod_windows"", ""prod_windows_ad"", and ""prod_aws"". The query searches for events that have either ""EventCode=4698"" or ""EventCode=4699"".

The search results are then sorted in reverse chronological order based on the ""_time"" field.

The ""transaction"" command groups events into transactions based on a shared ""Logon_ID"" and ""Task_Name"" field values. The ""startswith"" and ""endswith"" parameters define the start and end of each transaction based on the ""EventCode=4698"" and ""EventCode=4699"" events, respectively. The ""maxspan"" parameter specifies the maximum time span between the start and end events within a transaction.

Finally, the ""stats"" command is used to aggregate and summarize the transaction data based on the ""ComputerName"" field, and provides the values of ""EventCode"", ""Task_Name"", ""Message"", and ""user"" fields for each unique ""ComputerName"" value.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=4698 OR EventCode=4699
| sort -_time
| transaction Logon_ID Task_Name startswith=(EventCode=4698) endswith=(EventCode=4699) maxspan=1m
| stats values(EventCode) values(Task_Name) values(Message) values(user) by ComputerName"
Search for Windows Pcap Drivers (30d),"The Splunk search query you provided filters events from various indices and searches for a specific EventCode and a set of keywords related to packet capturing.

Here's a breakdown of what each part of the query does:

index=prod_checkpoint OR index=prod_cisco* OR index=prod_o365 OR index=prod_windows OR index=prod_sophos*: This part of the query specifies the indices to search from. It looks for events from the ""prod_checkpoint"" index or indices that start with ""prod_cisco"", as well as events from the ""prod_o365"", ""prod_windows"", or indices that start with ""prod_sophos"".

EventCode=4697: This part of the query filters events with an EventCode value of 4697.

(""*pcap*"" OR ""*npcap*"" OR ""*npf*"" OR ""*nm3*"" OR ""*ndiscap*"" OR ""*nmnt*"" OR ""*windivert*"" OR ""*USBPcap*"" OR ""*pktmon*""): This part of the query uses the OR operator to search for events that contain any of the keywords enclosed in quotes. These keywords are related to packet capturing and include ""pcap"", ""npcap"", ""npf"", ""nm3"", ""ndiscap"", ""nmnt"", ""windivert"", ""USBPcap"", and ""pktmon"".

Putting it all together, the search query is looking for events with EventCode=4697 that also contain one of the specified keywords in the indices mentioned in the query. This query can be used to detect when packet capturing tools are being installed, started, or stopped on systems in the specified indices.",Always,24h,"index=prod_checkpoint OR index=prod_cisco* OR index=prod_o365 OR index=prod_windows OR index=prod_sophos* EventCode=4697 (""*pcap*"" OR ""*npcap*"" OR ""*npf*"" OR ""*nm3*"" OR ""*ndiscap*"" OR ""*nmnt*"" OR ""*windivert*"" OR ""*USBPcap*"" OR ""*pktmon*"")"
Search for WMI filter to consumer binding or WMI suspicious event consumers(30d),"This Splunk search query retrieves information from indexed data that meets certain criteria and performs some transformations and aggregations on that data. Here's a breakdown of what each component of the query does:

index=prod_*: This specifies the index(es) to search for data. In this case, it searches all indexes that start with ""prod_"".

(EventCode=5861 AND Message IN (*ActiveScriptEventConsumer* *CommandLineEventConsumer* *CommandLineTemplate*)) OR EventCode=5859: This is a search filter that looks for events with either EventCode 5861 and Message that contains one of the strings ""ActiveScriptEventConsumer"", ""CommandLineEventConsumer"", or ""CommandLineTemplate"", OR EventCode 5859.

| transaction user,dvc,service maxspan=-1 maxevents=-1: This performs a transaction analysis on the search results. It groups events that have the same user, device, and service values and treats them as a single transaction. The maxspan=-1 option means to use the maximum time span between events within a transaction, and maxevents=-1 means to include all events in a transaction.

| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"": This converts the timestamp of each event to a human-readable format of ""day/month/year hour:minute:second"".

| stats earliest(Time) as Earliest latest(Time) as Latest values(EventCode) as EventCode values(eventtype) as EventType values(service) as Service values(dvc) as Host values(status) as Status values(Service_Type) as Service_Type values(Message) as Message by user: This performs statistical analysis on the events, grouping them by user and calculating the earliest and latest timestamps, as well as other field values like EventCode, EventType, Service, Host, Status, Service_Type, and Message. The values function is used to return the distinct values for each field within the group.

In summary, this Splunk search query looks for events in indexed data that meet specific criteria, groups them into transactions based on user, device, and service, and then calculates some statistics and field values for each group.",Always,24h,"index=prod_* (EventCode=5861 AND Message IN (*ActiveScriptEventConsumer* *CommandLineEventConsumer* *CommandLineTemplate*)) OR EventCode=5859 
| transaction user,dvc,service maxspan=-1 maxevents=-1 
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S"" 
| stats earliest(Time) as Earliest latest(Time) as Latest values(EventCode) as EventCode values(eventtype) as EventType values(service) as Service values(dvc) as Host values(status) as Status values(Service_Type) as Service_Type values(Message) as Message by user"
Search for WMI subscription(30d),"This Splunk search query performs the following actions:

It searches for events in specific indexes (prod_checkpoint, prod_cisco*, prod_o365, prod_windows, prod_sophos*) that contain EventCode=4662 and Object_Type=""WMI Namespace"" and Object_Name=subscription.

It then groups these events by user and dvc (device) using the transaction command with maxspan=-1 (to ensure that events are grouped together without a time limit) and maxevents=-1 (to ensure that all events are included in the transaction).

The search results are then converted to a readable timestamp format using the convert command with ctime and timeformat.

Finally, the results are aggregated and summarized using the stats command to show the earliest and latest time of the events, as well as various fields such as the EventCode, EventType, Object_Type, Host (dvc), Object_Name, and Message, grouped by user.

In summary, this search query identifies events related to WMI Namespace with Object_Name=subscription in specific indexes, groups them by user and dvc, and summarizes the relevant information in a tabular format.",Always,24h,"index IN (prod_checkpoint prod_cisco* prod_o365 prod_windows prod_sophos*) EventCode=4662 Object_Type=""WMI Namespace"" Object_Name=*subscription*
| transaction user,dvc maxspan=-1 maxevents=-1
| convert ctime(_time) as Time timeformat=""%d/%m/%y %H%M%S""
| stats earliest(Time) as Earliest latest(Time) as Latest values(EventCode) as EventCode values(eventtype) as EventType values(Object_Type) as Object_Type values(dvc) as Host values(Object_Name) as Object_Name values(Message) as Message by user"
Search to detect creation of ATSVC scheduled tasks,"The Splunk search query you provided will search for events that match the following criteria:

The events must come from one of the three specified indexes: prod_windows, prod_windows_ad, or prod_aws.
The EventCode field must have a value of ""5145"".
The events must contain the strings ""IPC$"" and ""atsvc"" (the asterisks are used as wildcards to match any characters before or after these strings).
The Accesses field must contain the string ""Write"" (again, the asterisks are used as wildcards).
In summary, the query will return any events that are logged in the specified indexes, have EventCode ""5145"", contain the strings ""IPC$"" and ""atsvc"", and have the string ""Write"" in the Accesses field.

To provide some context, EventCode 5145 is logged by Windows when a network share object is accessed, such as when a user connects to a network share. The strings ""IPC$"" and ""atsvc"" are commonly associated with malicious activity on Windows networks, as they can be used to attempt to gain unauthorized access to systems. The ""Write"" string in the Accesses field indicates that the access was a write operation, which could potentially be indicative of malicious activity or unauthorized changes being made to the network share.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) EventCode=""5145"" ""*IPC$*"" ""*atsvc*"" Accesses=""*Write*"""
Search to detect lateral movement using GPO scheduled tasks,"This Splunk search query searches for events related to write accesses on the SYSVOL folder that have an event code of 5145 and occur in one of the three indexes: prod_windows, prod_windows_ad, or prod_aws.

Breaking down the search query:

(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) specifies the indexes to search.
(EventCode=""5145"" ""*SYSVOL*"" ""*Scheduled*"" Accesses=""*Write*"") filters the results to events with the specified criteria:
EventCode=""5145"" specifies the event code to search for.
*SYSVOL* searches for events that contain the string ""SYSVOL"" in any part of the event data.
*Scheduled* searches for events that contain the string ""Scheduled"" in any part of the event data.
Accesses=""*Write*"" searches for events that have ""Write"" in the Accesses field of the event data.",Always,24h,"(index=prod_windows OR index=prod_windows_ad OR index=prod_aws) (EventCode=""5145"" ""*SYSVOL*"" 
""*Scheduled*"" Accesses=""*Write*"")"
Search to find malicious hashes 30 days,"The Splunk search query shown is searching for specific events in the Windows Event Logs and Sophos On-premise logs indexed in Splunk.

The query is filtering events based on the specified event IDs within the parentheses, which are commonly associated with various security-related events such as logon failures, privilege escalations, etc. The OR operator is used to combine multiple index and sourcetype conditions to retrieve events from either of them.

The search query will return all events that match any of the index and sourcetype conditions and contain any of the specified event IDs.",Always,24h,index=prod_windows OR index=prod_sophos_onprem sourcetype=WinEventLog (243dff06fc80a049f4fb37292f8b8def0fce29768f345c88ee10699e22b0ae60 OR 12ee27f56ec8a2a3eb2fe69179be3f7a7193ce2b92963ad33356ed299f7ed975 OR 9cee5522a7ca2bfca7cd3d9daba23e9a30deb6205f56c12045839075f7627297 OR 5860f2415aa9a30c045099e3071f099313f653ae1806d6bcdb5f47d5da96c6d7 OR 78782fd324bc98a57274bd3fff8f756217c011484ebf6b614060115a699ee134 OR dc4b8dfff72ff08ec4daa8db4c096a350a9a1bf5434ba7796ab10ec1322ac38c OR 8cfd28911878af048fb96b6cc0b9da770542576d5c2b20b193c3cfc4bde4d3bc OR 4edb883d1ac97824ee42d9f92917cc84b52995abcd17b2852a7e3d5bb567ffbe OR e9417cb1baec2826e3f5a6f64ade26c1374d74d8aa41bfabd29ea20ea5894b14 OR fb76b4a667c6d790c39fcc93a3aac8cd2a224f0eb9ece4ecfd7825f606c2a8b6 OR 4d9432e8a0ceb64c34b13d550251b8d9478ca784e50105dc0d729490fb861d1a OR 508dd6f7ed6c143cf5e1ed6a4051dd8ee7b5bf4b7f55e0704d21ba785f2d5add OR cc54647e8c3fe7b701d78a6fa072c52641ac11d395a6d2ffaf05f38f53112556 OR 68872cc22fbdf0c2f69c32ac878ba9a7b7cf61fe5dd0e3da200131b8b23438e7 OR 1ef8db7e8bd3aaba8b1cef96cd52fde587871571b1719c5d40f9a9c98dd26f84 OR 43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa OR ec153c3cb67f742b12a35a498d93cd80f47b19ea7b7eb0de217139f136ea0073 OR 533672da9d276012ebab3ce9f4cd09a7f537f65c6e4b63d43f0c1697e2f5e48d OR 1cc7c198a8a2c935fd6f07970479e544f5b35a8eb
Search to identify hashes(90d),"This is a Splunk search query that searches for events in two specified indexes prod_windows and prod_sophos_onprem. The search query also includes a long list of hexadecimal values that are ORed together.

These hexadecimal values are likely to be hash values of files, which may represent malware, suspicious files or known malicious activity. The purpose of including these hashes in the search query is to find events that are associated with any of these files.

Overall, this search query is likely part of a threat hunting or incident response investigation, aimed at identifying any events related to a particular set of files.",Always,24h,"index IN (prod_windows, prod_sophos_onprem) AND 
    (d0d626deb3f9484e649294a8dfa814c5568f846d5aa02d4cdad5d041a29d5600 OR 
    53f8dfc65169ccda021b72a62e0c22a4db7c4077f002fa742717d41b3c40f2c7 OR 
    32519b85c0b422e4656de6e6c41878e95fd95026267daab4215ee59c107d6c77 OR 
    abe22cf0d78836c3ea072daeaf4c5eeaf9c29b6feb597741651979fc8fbd2417 OR 
    019085a76ba7126fff22770d71bd901c325fc68ac55aa743327984e89f4b0134 OR 
    ce77d116a074dab7a22a0fd4f2c1ab475f16eec42e1ded3c0b0aa8211fe858d6 OR 
    439bcd0a17d53837bc29fb51c0abd9d52a747227f97133f8ad794d9cc0ef191e OR 
    a25cadd48d70f6ea0c4a241d99c5241269e6faccb4054e62d16784640f8e53bc OR 
    d3c6785e18fba3749fb785bc313cf8346182f532c59172b69adfb31b96a5d0af OR 
    292327e5c94afa352cc5a02ca273df543f2020d0e76368ff96c84f4e90778712 OR 
    c15abaf51e78ca56c0376522d699c978217bf041a3bd3c71d09193efa5717c71 OR 
    1b476f58ca366b54f34d714ffce3fd73cc30db1a OR 
    47d92d49e6f7f296260da1af355f941eb25360c4 OR 
    76640508b1e7759e548771a5359eaed353bf1eec OR 
    b485953ed77caefe81bff0d9b349a33c5cea4cde OR 
    2f1a5a7411d015d01aaee4535835400191645023 OR 
    d130bd75645c2433f88ac03e73395fba172ef676 OR 
    cfc57d48effb5bbd4e0a6f80e6041d9faf7d7ab4 OR 
    5e643654179e8b4cfe1d3c1906a90a4c8d611cea OR 
    ebe711516d0f5cd8126f4d53e375c90b7b95e8f2 OR 
    c2c30b3a287d82f88753c85cfb11ec9eb1466bad OR 
    75af292f34789a1c782ea36c7127bf6106f595e8 OR 
    02af7cec58b9a5"
